title,genres,runtime,vote_average,vote_count,year
A Simple Wish,"['adventure', 'comedy', 'family', 'fantasy']",86.0,5.5,46.0,1997
Contact,"['drama', 'science fiction', 'mystery']",150.0,7.2,1338.0,1997
Love Serenade,"['comedy', 'foreign', 'romance']",101.0,6.0,4.0,1996
G.I. Jane,"['action', 'drama']",125.0,6.0,404.0,1997
Conan the Barbarian,"['adventure', 'fantasy', 'action']",129.0,6.6,663.0,1982
George of the Jungle,"['adventure', 'comedy', 'family', 'romance']",92.0,5.4,508.0,1997
Cop Land,"['action', 'crime', 'drama']",104.0,6.6,384.0,1997
Event Horizon,"['horror', 'science fiction', 'mystery']",96.0,6.4,752.0,1997
Spawn,"['action', 'adventure', 'fantasy', 'horror', 'science fiction', 'thriller']",96.0,5.0,344.0,1997
Air Bud,"['comedy', 'family', 'drama']",98.0,5.3,108.0,1997
Picture Perfect,"['comedy', 'romance']",105.0,5.1,114.0,1997
In the Company of Men,"['comedy', 'drama']",97.0,6.8,45.0,1997
Free Willy 3: The Rescue,['adventure'],86.0,5.6,76.0,1997
Career Girls,['drama'],83.0,7.4,15.0,1997
Conspiracy Theory,"['action', 'drama', 'mystery', 'thriller']",135.0,6.5,440.0,1997
Desperate Measures,"['action', 'drama', 'thriller']",100.0,5.9,60.0,1998
Steel,"['science fiction', 'action', 'adventure']",97.0,4.2,49.0,1997
She's So Lovely,"['drama', 'romance', 'thriller']",100.0,5.3,26.0,1997
Hoodlum,"['crime', 'drama']",130.0,6.5,33.0,1997
Leave it to Beaver,"['adventure', 'comedy', 'drama', 'family']",84.0,5.2,20.0,1997
Mimic,"['fantasy', 'horror', 'thriller']",105.0,5.7,255.0,1997
Money Talks,"['action', 'adventure', 'comedy']",97.0,6.0,90.0,1997
Excess Baggage,"['action', 'comedy', 'romance']",101.0,5.6,56.0,1997
Kull the Conqueror,"['adventure', 'fantasy', 'action', 'science fiction']",95.0,5.2,39.0,1997
Air Force One,"['action', 'thriller']",124.0,6.2,859.0,1997
One Eight Seven,"['drama', 'thriller']",119.0,6.5,141.0,1997
The Hunt for Red October,"['action', 'adventure', 'thriller']",134.0,7.2,971.0,1990
My Own Private Idaho,"['drama', 'romance']",104.0,7.1,218.0,1991
"Kiss Me, Guido",['comedy'],86.0,4.4,10.0,1997
Star Maps,"['comedy', 'drama']",86.0,5.3,3.0,1997
In & Out,"['comedy', 'romance']",90.0,6.3,181.0,1997
The Edge,"['action', 'adventure', 'drama']",117.0,6.8,359.0,1997
The Peacemaker,"['action', 'thriller']",124.0,5.8,263.0,1997
L.A. Confidential,"['crime', 'drama', 'mystery', 'thriller']",138.0,7.7,1340.0,1997
Seven Years in Tibet,"['adventure', 'drama', 'history']",136.0,7.0,644.0,1997
Kiss the Girls,"['drama', 'mystery', 'thriller', 'crime']",115.0,6.2,353.0,1997
Soul Food,"['comedy', 'drama']",114.0,6.6,19.0,1997
Kicked in the Head,"['comedy', 'crime', 'drama', 'romance']",87.0,5.0,1.0,1997
Wishmaster,['horror'],90.0,5.6,114.0,1997
A Thousand Acres,['drama'],105.0,5.7,11.0,1997
The Game,"['drama', 'thriller', 'mystery']",129.0,7.5,1556.0,1997
Fire Down Below,"['action', 'adventure', 'crime', 'thriller']",105.0,5.0,91.0,1997
U Turn,['thriller'],125.0,6.5,185.0,1997
The Locusts,"['drama', 'romance']",124.0,3.8,3.0,1997
The Matchmaker,"['comedy', 'romance']",97.0,6.1,18.0,1997
The Assignment,"['thriller', 'action', 'crime']",119.0,6.6,41.0,1997
A Smile Like Yours,"['comedy', 'romance']",98.0,3.2,6.0,1997
Ulee's Gold,['drama'],112.0,6.5,19.0,1997
The Ice Storm,['drama'],112.0,6.9,181.0,1997
Stag,['thriller'],91.0,5.8,6.0,1997
Chasing Amy,"['comedy', 'drama', 'romance']",113.0,6.7,441.0,1997
Def Jam's How to Be a Player,"['comedy', 'romance']",93.0,5.4,9.0,1997
The Full Monty,['comedy'],91.0,6.9,372.0,1997
Alive and Kicking,"['comedy', 'drama']",98.0,0.0,1.0,1996
Mrs Brown,"['drama', 'history', 'romance']",105.0,6.6,45.0,1997
I Know What You Did Last Summer,"['horror', 'thriller', 'mystery']",100.0,5.6,698.0,1997
The Devil's Advocate,"['drama', 'horror', 'mystery', 'thriller']",144.0,7.2,1414.0,1997
RocketMan,"['comedy', 'family', 'science fiction']",95.0,5.4,36.0,1997
Playing God,"['drama', 'action', 'thriller', 'crime']",94.0,5.6,26.0,1997
The House of Yes,"['comedy', 'drama']",85.0,6.3,30.0,1997
"Fast, Cheap & Out of Control",['documentary'],83.0,8.3,8.0,1997
Washington Square,"['drama', 'romance']",115.0,7.4,5.0,1997
Telling Lies In America,"['music', 'drama']",101.0,6.3,6.0,1997
Year of the Horse,"['documentary', 'music']",106.0,3.8,3.0,1997
Gattaca,"['thriller', 'science fiction', 'mystery', 'romance']",106.0,7.5,1846.0,1997
FairyTale: A True Story,"['fantasy', 'drama', 'mystery', 'family']",99.0,6.2,25.0,1997
Phantoms,"['horror', 'science fiction', 'thriller']",91.0,5.2,110.0,1998
Swept from the Sea,"['drama', 'romance']",113.0,6.5,12.0,1998
Wonderland,['documentary'],0.0,0.0,0.0,1997
A Life Less Ordinary,"['fantasy', 'drama', 'comedy', 'thriller', 'science fiction', 'romance']",103.0,6.2,130.0,1997
Hurricane Streets,"['romance', 'crime', 'drama']",86.0,4.8,4.0,1997
Eve's Bayou,['drama'],109.0,6.3,29.0,1997
Switchback,"['action', 'adventure', 'mystery', 'thriller']",118.0,5.8,52.0,1997
Gang Related,"['action', 'drama']",102.0,6.5,32.0,1997
Stripes,"['action', 'comedy']",106.0,6.5,253.0,1981
Nenette and Boni,['drama'],103.0,8.0,7.0,1997
Bean,['comedy'],85.0,6.3,602.0,1997
Hugo Pool,"['comedy', 'romance']",92.0,5.2,16.0,1997
Mad City,"['action', 'drama', 'thriller']",114.0,5.9,81.0,1997
One Night Stand,['drama'],102.0,5.7,24.0,1997
The Tango Lesson,"['drama', 'music', 'romance', 'foreign']",100.0,6.4,5.0,1997
Welcome to Sarajevo,"['war', 'drama', 'history']",103.0,6.5,22.0,1997
Deceiver,"['mystery', 'crime', 'drama', 'thriller']",106.0,6.6,16.0,1997
The Rainmaker,"['drama', 'crime', 'thriller']",135.0,6.7,239.0,1997
Boogie Nights,['drama'],155.0,7.5,812.0,1997
Witness,"['crime', 'drama', 'romance', 'thriller']",113.0,7.0,390.0,1985
Incognito,"['crime', 'thriller']",108.0,6.3,7.0,1997
Starship Troopers,"['adventure', 'action', 'thriller', 'science fiction']",129.0,6.7,1584.0,1997
Critical Care,"['comedy', 'drama']",107.0,6.1,9.0,1997
The Joy Luck Club,['drama'],139.0,7.1,34.0,1993
Chairman of the Board,['comedy'],95.0,2.7,13.0,1998
Sliding Doors,"['comedy', 'drama', 'fantasy', 'romance']",99.0,6.6,363.0,1998
Mortal Kombat: Annihilation,"['action', 'fantasy', 'science fiction']",95.0,3.8,225.0,1997
The Truman Show,"['comedy', 'drama']",103.0,7.8,4702.0,1998
The Wings of the Dove,"['drama', 'romance']",102.0,6.9,34.0,1997
Mrs. Dalloway,"['drama', 'romance']",97.0,5.4,7.0,1997
"I Love You, I Love You Not","['drama', 'family', 'romance']",88.0,5.0,10.0,1996
Red Corner,"['crime', 'drama', 'thriller']",122.0,5.9,79.0,1997
The Jackal,"['action', 'thriller', 'adventure', 'crime']",124.0,6.1,536.0,1997
Anastasia,"['animation', 'family']",94.0,7.4,1481.0,1997
The Man Who Knew Too Little,"['comedy', 'thriller', 'crime', 'action']",97.0,6.5,126.0,1997
Alien: Resurrection,"['science fiction', 'horror', 'action']",109.0,5.9,1388.0,1997
Alien Escape,"['horror', 'science fiction']",85.0,4.5,2.0,1996
Amistad,"['drama', 'history', 'mystery']",155.0,6.8,324.0,1997
The Apostle,['drama'],134.0,6.1,39.0,1997
Artemisia,"['drama', 'history']",98.0,6.2,10.0,1997
Bent,"['drama', 'history', 'romance']",105.0,6.3,34.0,1997
Bang,['drama'],98.0,6.0,1.0,1995
The Boys,['comedy'],107.0,5.4,7.0,1997
The Butcher Boy,"['comedy', 'drama']",110.0,6.7,36.0,1997
Deconstructing Harry,"['comedy', 'drama']",96.0,7.3,188.0,1997
Flubber,"['comedy', 'family', 'science fiction']",93.0,5.3,707.0,1997
For Richer or Poorer,['comedy'],115.0,5.6,43.0,1997
Good Will Hunting,['drama'],126.0,7.9,2880.0,1997
Guy,[],91.0,6.0,1.0,1997
Tar,[],0.0,0.0,0.0,1997
Home Alone 3,"['comedy', 'family']",102.0,5.1,632.0,1997
Ill Gotten Gains,['drama'],101.0,0.0,0.0,1997
Man of Her Dreams,"['horror', 'drama']",94.0,0.0,0.0,1997
Midnight in the Garden of Good and Evil,"['crime', 'drama', 'mystery', 'thriller']",155.0,6.3,161.0,1997
MouseHunt,"['comedy', 'family']",98.0,6.2,297.0,1997
Never Met Picasso,[],0.0,0.0,0.0,1996
Office Killer,"['comedy', 'horror', 'thriller']",82.0,5.0,14.0,1997
Other Voices Other Rooms,['drama'],0.0,10.0,1.0,1995
Scream 2,"['horror', 'mystery']",120.0,6.1,856.0,1997
Stranger in the House,['thriller'],94.0,0.0,0.0,1997
The Sweet Hereafter,['drama'],112.0,6.8,108.0,1997
Time Tracers,['science fiction'],101.0,0.0,0.0,1997
Titanic,"['drama', 'romance', 'thriller']",194.0,7.5,7770.0,1997
Tomorrow Never Dies,"['adventure', 'action', 'thriller']",119.0,6.0,941.0,1997
Twisted,['drama'],100.0,4.5,1.0,1996
Full Speed,"['romance', 'drama']",85.0,6.6,4.0,1996
The Education of Little Tree,['drama'],115.0,0.0,0.0,1997
The Postman,"['drama', 'adventure']",177.0,6.1,306.0,1997
The Horse Whisperer,"['drama', 'romance']",170.0,6.7,296.0,1998
The Winter Guest,['drama'],108.0,6.9,10.0,1997
Jackie Brown,"['comedy', 'crime', 'romance']",154.0,7.3,1580.0,1997
Kundun,['drama'],134.0,6.8,92.0,1997
Mr. Magoo,"['comedy', 'family']",84.0,3.9,75.0,1997
The Big Lebowski,"['comedy', 'crime']",117.0,7.8,3001.0,1998
Afterglow,"['drama', 'romance', 'comedy']",119.0,7.2,5.0,1997
My Life in Pink,"['drama', 'comedy']",88.0,7.2,28.0,1997
Great Expectations,"['comedy', 'drama', 'romance']",111.0,6.4,131.0,1998
3 Ninjas: High Noon at Mega Mountain,"['action', 'comedy', 'family']",93.0,3.9,38.0,1998
Men of Means,"['drama', 'action']",80.0,0.0,0.0,1999
Caught Up,"['drama', 'thriller', 'crime']",97.0,4.3,4.0,1998
Arguing the World,[],0.0,0.0,0.0,1998
Firestorm,"['action', 'adventure', 'thriller']",89.0,4.7,17.0,1998
Senseless,"['comedy', 'romance']",93.0,5.8,76.0,1998
Wag the Dog,"['comedy', 'drama']",97.0,6.7,273.0,1997
Dark City,"['mystery', 'science fiction']",100.0,7.2,838.0,1998
The Leading Man,"['thriller', 'drama', 'romance']",100.0,0.0,0.0,1996
Star Kid,"['action', 'adventure', 'family', 'science fiction']",101.0,4.9,16.0,1997
Hard Rain,['thriller'],97.0,5.5,181.0,1998
Half Baked,"['comedy', 'crime']",82.0,6.4,179.0,1998
Fallen,"['thriller', 'fantasy', 'crime', 'drama']",124.0,6.6,346.0,1998
Shooting Fish,"['crime', 'comedy', 'romance']",109.0,7.0,23.0,1997
The Prophecy II,"['fantasy', 'horror', 'thriller']",87.0,5.9,49.0,1998
Fallen Angels,"['drama', 'action', 'romance']",96.0,7.7,113.0,1995
Four Days in September,"['action', 'drama', 'foreign', 'history', 'thriller']",110.0,7.3,22.0,1997
Spice World,"['adventure', 'fantasy', 'drama', 'comedy', 'music']",93.0,4.7,124.0,1997
Deep Rising,"['adventure', 'action', 'horror', 'science fiction']",106.0,6.0,155.0,1998
Tainted,"['thriller', 'comedy']",108.0,5.5,2.0,1998
A Letter from Death Row,"['drama', 'crime', 'mystery']",89.0,2.0,1.0,1998
Music from Another Room,"['comedy', 'drama', 'romance']",104.0,5.7,14.0,1998
Mother and Son,['drama'],73.0,7.6,14.0,1997
The Replacement Killers,"['action', 'drama', 'crime', 'thriller']",87.0,6.0,128.0,1998
B. Monkey,"['romance', 'crime', 'drama']",94.0,5.8,14.0,1998
The Night Flier,"['mystery', 'horror', 'fantasy']",93.0,5.7,60.0,1997
Blues Brothers 2000,"['music', 'action', 'comedy', 'crime']",123.0,5.2,166.0,1998
Tokyo Fist,"['romance', 'action', 'drama', 'thriller']",87.0,6.6,29.0,1995
Ride,['comedy'],90.0,6.8,4.0,1998
The Wedding Singer,"['romance', 'comedy']",95.0,6.5,603.0,1998
Sphere,['science fiction'],134.0,5.8,483.0,1998
Ayn Rand: A Sense of Life,['documentary'],145.0,7.2,3.0,1998
A Further Gesture,"['drama', 'thriller', 'romance']",96.0,0.0,0.0,1997
Little City,"['comedy', 'romance']",90.0,6.0,1.0,1997
Palmetto,"['mystery', 'thriller', 'drama', 'romance', 'crime']",114.0,5.7,29.0,1998
As Good as It Gets,"['comedy', 'romance']",139.0,7.2,946.0,1997
King of New York,"['thriller', 'crime']",103.0,6.5,130.0,1990
A Paralyzing Fear: The Story of Polio in America,['documentary'],90.0,0.0,0.0,1998
Men with Guns,"['drama', 'crime']",89.0,0.0,0.0,1998
Twilight,"['drama', 'crime', 'mystery', 'thriller']",94.0,6.1,36.0,1998
U.S. Marshals,"['thriller', 'crime', 'action']",131.0,6.2,383.0,1998
Welcome to Woop Woop,"['music', 'comedy', 'fantasy', 'adventure']",106.0,6.4,7.0,1998
Love and Death on Long Island,"['drama', 'romance', 'foreign']",93.0,6.9,11.0,1997
Midaq Alley,['drama'],140.0,6.4,12.0,1995
In God's Hands,['adventure'],96.0,5.0,1.0,1998
Everest,"['adventure', 'documentary']",44.0,6.3,20.0,1998
Hush,"['drama', 'thriller']",95.0,5.9,44.0,1998
Suicide Kings,"['action', 'comedy', 'crime', 'drama', 'thriller']",106.0,6.7,86.0,1997
The Man in the Iron Mask,"['action', 'adventure', 'drama']",132.0,6.3,1052.0,1998
The Newton Boys,"['crime', 'action', 'drama']",113.0,5.9,44.0,1998
Wild Things,['thriller'],108.0,6.3,454.0,1998
Paulie,"['comedy', 'family']",91.0,6.0,83.0,1998
"A Cool, Dry Place","['drama', 'romance']",97.0,5.6,7.0,1998
Fireworks,"['crime', 'drama']",103.0,7.6,118.0,1997
Primary Colors,"['comedy', 'drama']",143.0,6.1,97.0,1998
"Niagara, Niagara","['drama', 'romance']",93.0,7.7,9.0,1997
Wide Awake,"['comedy', 'drama', 'family']",88.0,5.2,12.0,1998
A Price Above Rubies,"['drama', 'romance']",117.0,5.9,6.0,1998
Eden,['drama'],106.0,6.0,1.0,1996
Two Girls and a Guy,"['drama', 'romance']",84.0,5.4,25.0,1997
No Looking Back,"['drama', 'comedy', 'romance']",96.0,5.8,4.0,1998
Storefront Hitchcock,['documentary'],77.0,7.0,1.0,1998
The Proposition,"['drama', 'romance']",110.0,5.8,5.0,1998
The Object of My Affection,"['comedy', 'drama', 'romance']",111.0,5.6,75.0,1998
Meet the Deedles,"['animation', 'comedy', 'family']",93.0,4.1,19.0,1998
Homegrown,"['drama', 'action', 'comedy', 'thriller', 'crime']",102.0,5.5,16.0,1998
The Players Club,['drama'],104.0,6.2,15.0,1998
Barney's Great Adventure,['family'],76.0,2.9,8.0,1998
The Big One,['documentary'],91.0,6.2,24.0,1997
Chinese Box,"['drama', 'romance']",99.0,5.8,9.0,1997
Lost in Space,"['adventure', 'family', 'science fiction']",130.0,5.0,395.0,1998
Heaven's Burning,"['drama', 'action', 'thriller', 'crime']",96.0,5.1,5.0,1997
Mercury Rising,"['action', 'crime', 'drama', 'thriller']",111.0,6.0,374.0,1998
The Spanish Prisoner,"['crime', 'drama', 'mystery', 'thriller']",110.0,7.1,74.0,1997
City of Angels,"['drama', 'fantasy', 'romance']",114.0,6.5,537.0,1998
The Last Days of Disco,"['comedy', 'drama', 'romance']",113.0,6.8,50.0,1998
The Odd Couple II,"['adventure', 'comedy']",97.0,6.1,28.0,1998
My Giant,"['comedy', 'drama', 'family']",103.0,5.1,33.0,1998
He Got Game,['drama'],136.0,6.7,140.0,1998
The Gingerbread Man,['thriller'],114.0,5.7,37.0,1998
Illtown,[],103.0,5.0,1.0,1996
Slappy and the Stinkers,"['adventure', 'family']",78.0,5.6,16.0,1998
Live Flesh,"['drama', 'romance', 'thriller']",103.0,7.2,89.0,1997
Zero Effect,"['comedy', 'crime', 'mystery', 'thriller']",116.0,6.0,56.0,1998
Nil by Mouth,['drama'],128.0,7.1,35.0,1997
Ratchet,['thriller'],114.0,0.0,0.0,1996
The Borrowers,"['adventure', 'fantasy', 'action', 'comedy', 'family']",86.0,5.8,136.0,1997
Prince Valiant,"['adventure', 'fantasy']",91.0,4.7,10.0,1997
"I Love You, Don't Touch Me!","['comedy', 'romance']",86.0,6.0,1.0,1997
Leather Jacket Love Story,"['drama', 'comedy', 'romance']",85.0,9.0,2.0,1998
Love Walked In,"['drama', 'thriller']",95.0,6.0,1.0,1997
"An Alan Smithee Film: Burn, Hollywood, Burn",['comedy'],86.0,3.0,9.0,1998
Kissing a Fool,"['comedy', 'romance']",93.0,5.9,16.0,1998
Krippendorf's Tribe,"['comedy', 'drama', 'family']",94.0,4.3,28.0,1998
Kurt & Courtney,"['documentary', 'music']",95.0,5.9,30.0,1998
The Real Blonde,"['comedy', 'drama', 'romance']",105.0,5.5,13.0,1997
Mr. Nice Guy,"['crime', 'action', 'comedy']",113.0,6.2,129.0,1997
Taste of Cherry,['drama'],95.0,7.1,78.0,1997
Character,"['drama', 'foreign', 'history']",122.0,7.7,25.0,1997
Junk Mail,"['comedy', 'thriller']",83.0,5.7,6.0,1997
Species II,"['science fiction', 'action', 'horror']",93.0,4.5,161.0,1998
Major League: Back to the Minors,['comedy'],107.0,4.3,20.0,1998
Sour Grapes,['comedy'],91.0,5.9,9.0,1998
Wild Man Blues,"['music', 'documentary']",105.0,6.2,5.0,1997
The Big Hit,"['action', 'adventure', 'comedy', 'thriller']",91.0,6.1,112.0,1998
Tarzan and the Lost City,"['action', 'adventure']",83.0,3.3,10.0,1998
Black Dog,"['action', 'adventure', 'thriller']",88.0,5.2,45.0,1998
"Dancer, Texas Pop. 81","['comedy', 'drama', 'family']",97.0,10.0,1.0,1998
A Friend of the Deceased,"['drama', 'comedy']",100.0,5.0,3.0,1997
Go Now,"['romance', 'drama', 'tv movie']",81.0,0.0,0.0,1995
Les Misérables,"['crime', 'drama', 'history', 'romance']",134.0,7.1,157.0,1998
Still Breathing,"['comedy', 'drama', 'romance']",109.0,5.2,9.0,1997
Clockwatchers,"['comedy', 'drama']",96.0,5.6,13.0,1997
Deep Impact,"['action', 'drama', 'romance']",120.0,5.9,870.0,1998
Little Men,[],98.0,0.0,0.0,1998
Woo,"['comedy', 'romance']",84.0,5.5,10.0,1998
The Hanging Garden,['drama'],91.0,5.7,9.0,1997
Lawn Dogs,['drama'],101.0,7.3,32.0,1997
Quest for Camelot,"['fantasy', 'animation', 'drama', 'romance', 'family']",86.0,6.9,193.0,1998
Godzilla,"['science fiction', 'action', 'thriller']",139.0,5.3,1075.0,1998
Bulworth,"['comedy', 'drama']",108.0,6.3,66.0,1998
Fear and Loathing in Las Vegas,"['adventure', 'drama', 'comedy']",118.0,7.2,1321.0,1998
The Opposite of Sex,"['comedy', 'drama']",105.0,5.9,56.0,1998
I Got the Hook Up,"['action', 'comedy']",93.0,5.4,8.0,1998
Almost Heroes,"['action', 'adventure', 'comedy', 'western']",90.0,5.5,57.0,1998
Hope Floats,"['drama', 'romance']",114.0,5.8,82.0,1998
Insomnia,"['crime', 'drama', 'thriller']",96.0,6.6,55.0,1997
Little Boy Blue,"['drama', 'thriller']",99.0,7.4,3.0,1997
The Ugly,"['horror', 'thriller']",93.0,5.9,14.0,1997
A Perfect Murder,"['crime', 'thriller', 'drama']",107.0,6.3,320.0,1998
Beyond Silence,['drama'],109.0,6.5,12.0,1996
Six Days Seven Nights,"['action', 'adventure', 'comedy', 'romance']",98.0,5.6,343.0,1998
Can't Hardly Wait,"['comedy', 'drama', 'romance']",100.0,6.1,122.0,1998
Cousin Bette,"['comedy', 'drama', 'romance']",108.0,5.9,10.0,1998
High Art,"['drama', 'romance']",101.0,6.3,32.0,1998
The Land Girls,"['drama', 'romance', 'war']",111.0,7.0,3.0,1998
Passion in the Desert,"['drama', 'adventure']",91.0,5.8,5.0,1997
Children of Heaven,"['drama', 'comedy', 'family']",89.0,7.8,113.0,1997
Dear Jesse,[],82.0,0.0,0.0,1998
Dream for an Insomniac,"['romance', 'comedy', 'drama']",90.0,6.1,12.0,1996
Hav Plenty,"['action', 'comedy', 'romance', 'science fiction', 'thriller']",92.0,0.0,0.0,1997
Henry Fool,"['comedy', 'drama']",137.0,6.9,29.0,1997
Marie from the Bay of Angels,"['drama', 'romance']",90.0,4.0,3.0,1998
Mr. Jealousy,"['comedy', 'romance']",105.0,6.1,10.0,1997
Mulan,"['animation', 'family', 'adventure']",88.0,7.6,2089.0,1998
Resurrection Man,"['thriller', 'crime', 'drama']",102.0,7.0,2.0,1998
The X Files,"['mystery', 'science fiction', 'thriller']",121.0,6.6,494.0,1998
I Went Down,"['action', 'comedy', 'crime']",97.0,6.5,2.0,1997
Doctor Dolittle,"['comedy', 'family', 'fantasy']",85.0,5.4,705.0,1998
Out of Sight,"['romance', 'comedy', 'crime']",123.0,6.5,338.0,1998
Picnic at Hanging Rock,"['thriller', 'drama', 'mystery']",115.0,7.1,156.0,1975
Smoke Signals,"['drama', 'comedy']",89.0,6.7,25.0,1998
Voyage to the Beginning of the World,"['drama', 'foreign']",95.0,6.0,5.0,1997
Buffalo '66,"['romance', 'comedy', 'crime', 'drama']",110.0,7.2,172.0,1998
Armageddon,"['action', 'thriller', 'science fiction', 'adventure']",151.0,6.5,2540.0,1998
Lethal Weapon 4,"['action', 'adventure', 'comedy', 'crime', 'thriller']",127.0,6.3,782.0,1998
Madeline,"['comedy', 'drama', 'family']",89.0,5.1,46.0,1998
Small Soldiers,"['comedy', 'adventure', 'fantasy', 'science fiction', 'action']",110.0,6.2,522.0,1998
Pi,"['mystery', 'drama', 'thriller']",84.0,7.1,600.0,1998
Whatever,['drama'],112.0,8.3,2.0,1998
There's Something About Mary,"['romance', 'comedy']",119.0,6.5,1616.0,1998
Plan 9 from Outer Space,"['science fiction', 'horror']",79.0,4.4,137.0,1959
Wings,"['action', 'drama', 'romance', 'war']",141.0,7.0,59.0,1927
The Broadway Melody,"['drama', 'music', 'romance']",100.0,5.0,20.0,1929
All Quiet on the Western Front,"['drama', 'war']",133.0,7.5,166.0,1930
Cimarron,"['drama', 'western']",123.0,5.1,22.0,1931
Grand Hotel,"['drama', 'romance']",112.0,6.5,67.0,1932
Cavalcade,['drama'],110.0,4.6,17.0,1933
Mutiny on the Bounty,"['adventure', 'drama', 'history', 'romance']",132.0,7.1,72.0,1935
The Great Ziegfeld,"['drama', 'music', 'romance']",176.0,6.2,19.0,1936
The Life of Emile Zola,['drama'],116.0,6.6,19.0,1937
You Can't Take It With You,"['comedy', 'romance']",126.0,7.2,79.0,1938
How Green Was My Valley,['drama'],118.0,6.9,76.0,1941
Mrs. Miniver,"['drama', 'romance', 'war']",134.0,6.7,47.0,1942
Going My Way,"['drama', 'comedy', 'music']",130.0,6.9,37.0,1944
The Lost Weekend,['drama'],101.0,7.4,115.0,1945
The Best Years of Our Lives,"['drama', 'history', 'romance']",172.0,7.6,148.0,1946
Gentleman's Agreement,"['drama', 'romance']",118.0,6.8,48.0,1947
Hamlet,['drama'],155.0,7.1,48.0,1948
All the King's Men,['drama'],109.0,6.3,51.0,1949
The Greatest Show on Earth,"['action', 'drama', 'romance']",152.0,6.6,51.0,1952
From Here to Eternity,"['war', 'drama', 'romance']",118.0,7.2,137.0,1953
On the Waterfront,"['crime', 'drama']",108.0,8.0,368.0,1954
Marty,"['drama', 'romance']",90.0,7.2,75.0,1955
West Side Story,"['crime', 'drama', 'music']",152.0,7.0,399.0,1961
Tom Jones,"['adventure', 'comedy', 'history', 'romance']",128.0,6.1,40.0,1963
A Man for All Seasons,"['drama', 'history']",120.0,7.5,90.0,1966
In the Heat of the Night,"['crime', 'drama', 'mystery', 'thriller']",109.0,7.5,207.0,1967
Oliver!,"['drama', 'family', 'music']",153.0,7.0,106.0,1968
Midnight Cowboy,['drama'],113.0,7.4,307.0,1969
The French Connection,"['action', 'crime', 'thriller']",104.0,7.4,435.0,1971
Rocky,['drama'],119.0,7.5,1843.0,1976
Kramer vs. Kramer,['drama'],105.0,7.4,483.0,1979
Ordinary People,['drama'],124.0,7.4,147.0,1980
Chariots of Fire,"['drama', 'history']",123.0,6.9,213.0,1981
Terms of Endearment,"['drama', 'comedy']",132.0,6.9,178.0,1983
Out of Africa,['drama'],161.0,7.0,290.0,1985
The Last Emperor,"['drama', 'history']",163.0,7.4,362.0,1987
Rain Man,['drama'],133.0,7.6,1762.0,1988
Driving Miss Daisy,"['comedy', 'drama']",99.0,7.0,358.0,1989
Take the Money and Run,"['comedy', 'crime']",85.0,7.0,177.0,1969
Klute,['mystery'],114.0,6.5,88.0,1971
Repo Man,"['comedy', 'crime', 'science fiction', 'thriller']",92.0,6.7,146.0,1984
Metropolitan,"['comedy', 'drama']",98.0,7.0,39.0,1990
Labyrinth,"['adventure', 'family', 'fantasy']",101.0,7.1,618.0,1986
The Breakfast Club,"['comedy', 'drama']",97.0,7.8,2189.0,1985
A Nightmare on Elm Street Part 2: Freddy's Revenge,['horror'],87.0,5.7,367.0,1985
A Nightmare on Elm Street 3: Dream Warriors,"['horror', 'thriller']",96.0,6.5,363.0,1987
A Nightmare on Elm Street 4: The Dream Master,"['horror', 'thriller']",99.0,5.8,287.0,1988
A Nightmare on Elm Street 5: The Dream Child,"['horror', 'thriller']",89.0,5.5,251.0,1989
Freddy's Dead: The Final Nightmare,"['horror', 'thriller', 'comedy']",89.0,5.1,280.0,1991
Friday the 13th,['horror'],95.0,6.4,622.0,1980
Friday the 13th Part 2,"['horror', 'thriller']",87.0,6.0,321.0,1981
Friday the 13th Part III,"['horror', 'thriller']",95.0,5.7,257.0,1982
Friday the 13th: The Final Chapter,"['horror', 'thriller']",91.0,5.9,241.0,1984
Friday the 13th: A New Beginning,"['horror', 'thriller']",92.0,5.1,200.0,1985
Friday the 13th Part VI: Jason Lives,"['horror', 'mystery', 'thriller']",86.0,5.7,219.0,1986
Friday the 13th Part VII: The New Blood,"['horror', 'thriller']",88.0,5.3,196.0,1988
Friday the 13th Part VIII: Jason Takes Manhattan,"['horror', 'thriller']",100.0,4.8,194.0,1989
Halloween,"['horror', 'thriller']",91.0,7.4,1066.0,1978
Halloween II,"['horror', 'thriller']",92.0,6.4,370.0,1981
Halloween III: Season of the Witch,"['horror', 'mystery', 'science fiction']",98.0,5.0,232.0,1982
Halloween 4: The Return of Michael Myers,"['horror', 'thriller']",88.0,5.9,212.0,1988
Halloween 5: The Revenge of Michael Myers,"['horror', 'thriller']",96.0,5.3,187.0,1989
Prom Night,"['horror', 'mystery', 'thriller']",92.0,6.0,85.0,1980
Hello Mary Lou: Prom Night II,['horror'],97.0,6.0,35.0,1987
Prom Night III: The Last Kiss,"['thriller', 'comedy', 'horror']",97.0,5.1,15.0,1990
Prom Night IV: Deliver Us from Evil,['horror'],92.0,4.4,15.0,1992
Child's Play,"['horror', 'thriller']",87.0,6.3,605.0,1988
Child's Play 2,"['drama', 'horror']",84.0,5.8,323.0,1990
Child's Play 3,"['thriller', 'horror', 'action']",90.0,5.5,274.0,1991
Poltergeist,['horror'],114.0,7.1,811.0,1982
Poltergeist II: The Other Side,"['horror', 'thriller']",91.0,5.8,172.0,1986
